Category;Family;StyleName;StyleId
slab serif;Bodrum Style;Bodrum Style 15 Medium;360851
slab serif;Bodrum Style;Bodrum Style 15 Medium Italic;360852
slab serif;Bodrum Style;Bodrum Style 16 Bold;360853
slab serif;Bodrum Style;Bodrum Style 16 Bold Italic;360854
slab serif;Bodrum Style;Bodrum Style 17 Extra Bold;360855
slab serif;Bodrum Style;Bodrum Style 17 Extra Bold Italic;360856
slab serif;Bodrum Style;Bodrum Style 18 Heavy;360857
slab serif;Bodrum Style;Bodrum Style 18 Heavy Italic;360858
slab serif;Bodrum Style;Bodrum Style 19 Black;360859
slab serif;Bodrum Style;Bodrum Style 19 Black Italic;360860
slab serif;Bogue Slab;Bogue Slab Thin;397139
slab serif;Bogue Slab;Bogue Slab Thin Italic;397140
slab serif;Bogue Slab;Bogue Slab Light;397141
slab serif;Bogue Slab;Bogue Slab Light Italic;397142
slab serif;Bogue Slab;Bogue Slab Regular;397143
slab serif;Bogue Slab;Bogue Slab Italic;397144
slab serif;Bogue Slab;Bogue Slab Medium;397145
slab serif;Bogue Slab;Bogue Slab Medium Italic;397146
slab serif;Bogue Slab;Bogue Slab Semibold;397147
slab serif;Bogue Slab;Bogue Slab Semibold Italic;397148
slab serif;Bogue Slab;Bogue Slab Bold;397149
slab serif;Bogue Slab;Bogue Slab Bold Italic;397150
slab serif;Bogue Slab;Bogue Slab Extrabold;397151
slab serif;Bogue Slab;Bogue Slab Extrabold Italic;397152
slab serif;Bogue Slab;Bogue Slab Black;397153
slab serif;Bogue Slab;Bogue Slab Black Italic;397154
slab serif;Bolchray;Bolchray Regular;406209
slab serif;Breakers Slab™;Breakers Slab Bold;228892
slab serif;Breakers Slab™;Breakers Slab Thin;228893
slab serif;Breakers Slab™;Breakers Slab Light;228894
slab serif;Breakers Slab™;Breakers Slab Ultra;228895
slab serif;Breakers Slab™;Breakers Slab Black;228896
slab serif;Breakers Slab™;Breakers Slab;228897
slab serif;Bree Serif;Bree Serif Light;249179
slab serif;Bree Serif;Bree Serif Italic;249180
slab serif;Bree Serif;Bree Serif Light Italic;249181
slab serif;Bree Serif;Bree Serif Thin Italic;249182
slab serif;Bree Serif;Bree Serif;249183
slab serif;Bree Serif;Bree Serif SemiBold;249184
slab serif;Bree Serif;Bree Serif Bold;249185
slab serif;Bree Serif;Bree Serif SemiBold Italic;249186
slab serif;Bree Serif;Bree Serif Thin;249187
slab serif;Bree Serif;Bree Serif Bold Italic;249188
slab serif;Bree Serif;Bree Serif ExtraBold Italic;249189
slab serif;Bree Serif;Bree Serif ExtraBold;249190
slab serif;Breton;Breton Hair;357333
slab serif;Breton;Breton Hair Italic;357334
slab serif;Breton;Breton Thin;357335
slab serif;Breton;Breton Thin Italic;357336
slab serif;Breton;Breton Ultra Light;357337
slab serif;Breton;Breton Ultra Light Italic;357338
slab serif;Breton;Breton Light;357339
slab serif;Breton;Breton Light Italic;357340
slab serif;Breton;Breton Book;357341
slab serif;Breton;Breton Book Italic;357342
slab serif;Breton;Breton Regular;357343
slab serif;Breton;Breton Regular Italic;357344
slab serif;Breton;Breton Medium;357345
slab serif;Breton;Breton Medium Italic;357346
slab serif;Breton;Breton Semi Bold;357347
slab serif;Breton;Breton Semi Bold Italic;357348
slab serif;Breton;Breton Bold;357349
slab serif;Breton;Breton Bold Italic;357350
slab serif;Breton;Breton Black;357351
slab serif;Breton;Breton Black Italic;357352
slab serif;Breve Slab Text;Breve Slab Text Light Italic;265088
slab serif;Breve Slab Text;Breve Slab Text Book Italic;265089
slab serif;Breve Slab Text;Breve Slab Text Light;265090
slab serif;Breve Slab Text;Breve Slab Text Book;265091
slab serif;Breve Slab Text;Breve Slab Text Black;265092
slab serif;Breve Slab Text;Breve Slab Text Bold Italic;265093
slab serif;Breve Slab Text;Breve Slab Text Black Italic;265094
slab serif;Breve Slab Text;Breve Slab Text Bold;265095
slab serif;Breve Slab Text;Breve Slab Text Medium Italic;265096
slab serif;Breve Slab Text;Breve Slab Text Medium;265097
slab serif;Breve Slab Text;Breve Slab Text Semi Bold Italic;265098
slab serif;Breve Slab Text;Breve Slab Text Semi Bold;265099
slab serif;Brix Slab™;Brix Slab Brix Slab;208167
slab serif;Brix Slab™;Brix Slab Medium;208169
slab serif;Brix Slab™;Brix Slab Black Italic;208171
slab serif;Brix Slab™;Brix Slab Medium Italic;208173
slab serif;Brix Slab™;Brix Slab Black;208174
slab serif;Brix Slab™;Brix Slab ExtraLight Italic;208175
slab serif;Brix Slab™;Brix Slab Bold;208177
slab serif;Brix Slab™;Brix Slab Light;208178
slab serif;Brix Slab™;Brix Slab Italic;208185
slab serif;Brix Slab™;Brix Slab Bold Italic;208186
slab serif;Brix Slab™;Brix Slab Light Italic;208187
slab serif;Brix Slab™;Brix Slab ExtraLight;208188
slab serif;Brix Slab Condensed™;Brix Slab Condensed Light Italic;208165
slab serif;Brix Slab Condensed™;Brix Slab Condensed Medium Italic;208166
