category;family;style;glyph;regions;straights;angles;curves
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light Italic;x;2;29;29;5
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light;a;2;12;9;18
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light;H;1;25;28;0
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light;k;1;23;24;3
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light;o;2;10;0;19
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light;p;2;12;12;13
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light;x;1;24;25;5
slab serif;Typewriter Spool;Typewriter Spool RUF Bold Italic;a;4;24;61;19
slab serif;Typewriter Spool;Typewriter Spool RUF Bold Italic;H;3;22;60;21
slab serif;Typewriter Spool;Typewriter Spool RUF Bold Italic;k;7;37;75;16
slab serif;Typewriter Spool;Typewriter Spool RUF Bold Italic;o;4;15;45;17
slab serif;Typewriter Spool;Typewriter Spool RUF Bold Italic;p;8;29;61;13
slab serif;Typewriter Spool;Typewriter Spool RUF Bold Italic;x;3;27;70;18
slab serif;Typewriter Spool;Typewriter Spool RUF Bold;a;3;10;42;20
slab serif;Typewriter Spool;Typewriter Spool RUF Bold;H;2;20;58;17
slab serif;Typewriter Spool;Typewriter Spool RUF Bold;k;1;15;46;13
slab serif;Typewriter Spool;Typewriter Spool RUF Bold;o;2;4;25;20
slab serif;Typewriter Spool;Typewriter Spool RUF Bold;p;4;9;37;14
slab serif;Typewriter Spool;Typewriter Spool RUF Bold;x;4;32;70;19
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold Italic;a;5;7;15;11
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold Italic;H;2;3;21;15
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold Italic;k;4;4;20;12
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold Italic;o;2;0;6;14
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold Italic;p;3;3;13;13
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold Italic;x;9;20;35;15
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold;a;4;4;10;17
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold;H;1;2;12;17
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold;k;1;3;18;16
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold;o;2;0;4;16
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold;p;2;1;10;14
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold;x;3;0;8;16
slab serif;Typewriter Spool;Typewriter Spool RUF Italic;a;3;4;7;17
slab serif;Typewriter Spool;Typewriter Spool RUF Italic;H;2;3;17;17
slab serif;Typewriter Spool;Typewriter Spool RUF Italic;k;2;2;14;19
slab serif;Typewriter Spool;Typewriter Spool RUF Italic;o;3;3;5;19
slab serif;Typewriter Spool;Typewriter Spool RUF Italic;p;2;5;10;12
slab serif;Typewriter Spool;Typewriter Spool RUF Italic;x;2;3;18;21
slab serif;Typewriter Spool;Typewriter Spool RUF Light Italic;a;3;3;7;22
slab serif;Typewriter Spool;Typewriter Spool RUF Light Italic;H;2;10;20;17
slab serif;Typewriter Spool;Typewriter Spool RUF Light Italic;k;2;5;17;17
slab serif;Typewriter Spool;Typewriter Spool RUF Light Italic;o;3;3;3;21
slab serif;Typewriter Spool;Typewriter Spool RUF Light Italic;p;2;4;12;16
slab serif;Typewriter Spool;Typewriter Spool RUF Light Italic;x;2;10;19;16
slab serif;Typewriter Spool;Typewriter Spool RUF Light;a;2;3;4;23
slab serif;Typewriter Spool;Typewriter Spool RUF Light;H;1;4;12;16
slab serif;Typewriter Spool;Typewriter Spool RUF Light;k;1;3;9;16
slab serif;Typewriter Spool;Typewriter Spool RUF Light;o;2;7;0;19
slab serif;Typewriter Spool;Typewriter Spool RUF Light;p;2;0;5;16
slab serif;Typewriter Spool;Typewriter Spool RUF Light;x;1;8;14;17
slab serif;Typewriter Spool;Typewriter Spool RUF Regular;a;2;4;7;22
slab serif;Typewriter Spool;Typewriter Spool RUF Regular;H;1;1;10;14
slab serif;Typewriter Spool;Typewriter Spool RUF Regular;k;1;2;8;16
slab serif;Typewriter Spool;Typewriter Spool RUF Regular;o;2;2;6;19
slab serif;Typewriter Spool;Typewriter Spool RUF Regular;p;2;2;8;13
slab serif;Typewriter Spool;Typewriter Spool RUF Regular;x;1;3;9;19
slab serif;Typewriter Spool;Typewriter Spool SFT Bold Italic;a;2;5;3;13
slab serif;Typewriter Spool;Typewriter Spool SFT Bold Italic;H;2;6;6;14
slab serif;Typewriter Spool;Typewriter Spool SFT Bold Italic;k;4;7;12;11
slab serif;Typewriter Spool;Typewriter Spool SFT Bold Italic;o;3;4;1;16
slab serif;Typewriter Spool;Typewriter Spool SFT Bold Italic;p;2;6;3;14
slab serif;Typewriter Spool;Typewriter Spool SFT Bold Italic;x;2;7;2;14
slab serif;Typewriter Spool;Typewriter Spool SFT Bold;a;2;3;0;19
slab serif;Typewriter Spool;Typewriter Spool SFT Bold;H;1;8;5;14
slab serif;Typewriter Spool;Typewriter Spool SFT Bold;k;1;7;4;11
slab serif;Typewriter Spool;Typewriter Spool SFT Bold;o;2;8;0;16
slab serif;Typewriter Spool;Typewriter Spool SFT Bold;p;2;3;1;14
slab serif;Typewriter Spool;Typewriter Spool SFT Bold;x;1;7;0;16
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold Italic;a;3;3;4;14
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold Italic;H;2;5;3;14
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold Italic;k;2;6;7;12
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold Italic;o;3;6;0;16
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold Italic;p;2;6;2;14
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold Italic;x;2;10;6;14
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold;a;2;4;0;17
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold;H;1;10;0;17
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold;k;1;8;5;12
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold;o;2;9;0;19
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold;p;2;6;1;17
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold;x;1;8;0;15
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Bold Italic;k;5;8;12;11
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Bold;k;3;9;8;12
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light Italic;a;3;10;9;19
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light Italic;H;2;14;18;6
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light Italic;k;2;15;22;6
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light Italic;o;3;11;4;15
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light Italic;p;2;12;14;15
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light Italic;x;2;18;21;16
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light;a;2;8;6;21
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light;H;1;13;20;8
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light;k;1;13;19;11
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light;o;2;9;0;17
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light;p;2;9;10;15
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light;x;1;18;19;14
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Italic;a;3;5;6;15
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Italic;H;2;12;12;13
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Italic;k;2;9;8;12
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Italic;o;3;7;0;19
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Italic;p;2;9;7;15
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Italic;x;2;10;13;14
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light Italic;a;3;6;9;17
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light Italic;H;2;14;14;13
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light Italic;k;2;13;19;13
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light Italic;o;3;10;4;18
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light Italic;p;2;9;11;14
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light Italic;x;2;12;15;16
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light;a;2;5;0;19
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light;H;1;9;6;13
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light;k;1;10;10;11
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light;o;2;8;0;19
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light;p;2;8;5;13
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light;x;1;8;8;12
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed;a;2;6;3;19
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed;H;1;13;9;12
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed;k;1;9;8;12
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed;o;2;9;0;18
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed;p;2;7;2;17
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed;x;1;9;8;17
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold Italic;a;3;3;3;15
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold Italic;H;2;8;7;13
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold Italic;k;2;7;8;13
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold Italic;o;3;5;2;15
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold Italic;p;2;6;3;16
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold Italic;x;2;9;5;15
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold;a;2;3;0;21
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold;H;1;11;10;15
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold;k;1;6;4;11
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold;o;2;8;0;18
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold;p;2;6;2;15
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold;x;1;7;4;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold Italic;a;3;6;6;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold Italic;H;2;6;9;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold Italic;k;2;7;5;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold Italic;o;3;2;0;16
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold Italic;p;3;4;7;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold Italic;x;2;11;7;11
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold;a;2;6;0;16
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold;H;1;4;2;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold;k;1;7;5;11
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold;o;2;6;0;17
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold;p;2;3;0;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold;x;1;7;2;16
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold Italic;a;3;4;5;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold Italic;H;2;6;7;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold Italic;k;2;6;8;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold Italic;o;2;3;2;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold Italic;p;3;6;8;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold Italic;x;2;9;5;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold;a;2;5;1;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold;H;1;6;1;16
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold;k;1;4;2;12
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold;o;2;7;0;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold;p;2;2;0;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold;x;1;8;2;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light Italic;a;3;12;9;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light Italic;H;2;27;30;3
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light Italic;k;2;17;23;7
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light Italic;o;3;5;4;18
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light Italic;p;2;16;19;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light Italic;x;2;25;27;9
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light;a;2;13;7;17
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light;H;1;21;25;3
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light;k;1;16;21;8
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light;o;2;10;0;18
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light;p;2;9;11;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light;x;1;20;18;11
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Italic;a;3;6;2;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Italic;H;2;12;21;11
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Italic;k;2;11;18;9
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Italic;o;3;4;2;16
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Italic;p;3;9;16;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Italic;x;2;12;19;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light Italic;a;3;7;6;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light Italic;H;2;19;23;7
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light Italic;k;2;15;21;7
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light Italic;o;3;6;4;16
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light Italic;p;2;9;16;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light Italic;x;2;15;22;12
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light;a;2;9;4;19
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light;H;1;13;14;12
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light;k;1;10;12;10
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light;o;2;7;0;18
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light;p;2;5;9;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light;x;1;17;19;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended;a;2;6;1;17
slab serif;Typewriter Spool;Typewriter Spool SFT Extended;H;1;13;12;12
slab serif;Typewriter Spool;Typewriter Spool SFT Extended;k;1;8;8;12
slab serif;Typewriter Spool;Typewriter Spool SFT Extended;o;2;7;0;16
slab serif;Typewriter Spool;Typewriter Spool SFT Extended;p;2;5;6;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extended;x;1;12;14;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold Italic;a;2;6;4;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold Italic;H;2;13;17;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold Italic;k;2;9;14;12
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold Italic;o;3;2;2;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold Italic;p;3;7;9;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold Italic;x;2;11;11;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold;a;2;5;1;16
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold;H;1;9;5;12
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold;k;1;10;10;11
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold;o;2;8;0;17
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold;p;2;4;4;16
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold;x;1;9;9;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold Italic;a;3;4;5;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold Italic;H;2;4;7;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold Italic;k;2;7;4;12
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold Italic;o;3;4;0;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold Italic;p;2;5;4;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold Italic;x;2;7;2;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold;a;2;2;1;17
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold;H;1;6;4;15
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold;k;1;4;2;13
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold;o;2;4;0;17
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold;p;2;4;3;11
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold;x;1;6;1;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light Italic;a;3;12;12;17
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light Italic;H;2;24;28;5
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light Italic;k;2;21;25;10
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light Italic;o;3;7;4;16
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light Italic;p;2;16;18;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light Italic;x;2;22;25;12
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light;a;2;8;5;21
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light;H;1;21;26;7
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light;k;1;15;16;10
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light;o;2;9;0;18
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light;p;2;12;13;14
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light;x;1;19;22;16
slab serif;Typewriter Spool;Typewriter Spool SFT Italic;a;3;5;4;18
slab serif;Typewriter Spool;Typewriter Spool SFT Italic;H;2;12;17;14
slab serif;Typewriter Spool;Typewriter Spool SFT Italic;k;2;7;15;13
slab serif;Typewriter Spool;Typewriter Spool SFT Italic;o;3;6;2;16
slab serif;Typewriter Spool;Typewriter Spool SFT Italic;p;2;7;9;14
slab serif;Typewriter Spool;Typewriter Spool SFT Italic;x;2;12;15;15
slab serif;Typewriter Spool;Typewriter Spool SFT Light Italic;a;3;7;7;17
slab serif;Typewriter Spool;Typewriter Spool SFT Light Italic;H;2;22;25;8
slab serif;Typewriter Spool;Typewriter Spool SFT Light Italic;k;2;17;21;11
slab serif;Typewriter Spool;Typewriter Spool SFT Light Italic;o;3;6;0;17
slab serif;Typewriter Spool;Typewriter Spool SFT Light Italic;p;2;9;11;14
slab serif;Typewriter Spool;Typewriter Spool SFT Light Italic;x;2;12;18;11
slab serif;Typewriter Spool;Typewriter Spool SFT Light;a;2;6;3;15
slab serif;Typewriter Spool;Typewriter Spool SFT Light;H;1;15;14;9
slab serif;Typewriter Spool;Typewriter Spool SFT Light;k;1;9;12;11
slab serif;Typewriter Spool;Typewriter Spool SFT Light;o;2;9;0;20
slab serif;Typewriter Spool;Typewriter Spool SFT Light;p;2;5;5;17
slab serif;Typewriter Spool;Typewriter Spool SFT Light;x;1;9;12;16
slab serif;Typewriter Spool;Typewriter Spool SFT Regular;a;2;7;3;18
slab serif;Typewriter Spool;Typewriter Spool SFT Regular;H;1;14;12;11
slab serif;Typewriter Spool;Typewriter Spool SFT Regular;k;1;6;11;12
slab serif;Typewriter Spool;Typewriter Spool SFT Regular;o;2;7;0;20
slab serif;Typewriter Spool;Typewriter Spool SFT Regular;p;2;6;7;17
slab serif;Typewriter Spool;Typewriter Spool SFT Regular;x;1;8;2;14
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold Italic;a;2;5;4;15
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold Italic;H;2;15;20;11
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold Italic;k;2;12;15;11
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold Italic;o;3;3;0;18
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold Italic;p;3;9;9;13
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold Italic;x;2;10;11;14
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold;a;2;4;2;21
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold;H;1;10;7;12
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold;k;1;6;6;13
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold;o;2;8;0;19
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold;p;2;4;2;11
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold;x;1;8;4;12
slab serif;Typewriter Spool;Typewriter Spool XRX Bold Italic;a;4;3;8;16
