category;family;style;glyph;regions;straights;angles;curves
slab serif;Archipad Pro;Archipad Pro Light Slab;k;1;17;19;5
slab serif;Archipad Pro;Archipad Pro Light Slab;o;2;9;0;19
slab serif;Archipad Pro;Archipad Pro Light Slab;p;2;15;12;12
slab serif;Archipad Pro;Archipad Pro Light Slab;x;1;16;16;5
slab serif;Archipad Pro;Archipad Pro Medium Oblique;a;2;9;6;15
slab serif;Archipad Pro;Archipad Pro Medium Oblique;H;1;12;12;0
slab serif;Archipad Pro;Archipad Pro Medium Oblique;k;1;11;10;5
slab serif;Archipad Pro;Archipad Pro Medium Oblique;o;2;8;0;20
slab serif;Archipad Pro;Archipad Pro Medium Oblique;p;2;6;6;13
slab serif;Archipad Pro;Archipad Pro Medium Oblique;x;1;10;10;5
slab serif;Archipad Pro;Archipad Pro Medium;a;2;13;6;18
slab serif;Archipad Pro;Archipad Pro Medium;H;1;12;12;0
slab serif;Archipad Pro;Archipad Pro Medium;k;1;9;9;6
slab serif;Archipad Pro;Archipad Pro Medium;o;2;9;0;21
slab serif;Archipad Pro;Archipad Pro Medium;p;2;9;6;13
slab serif;Archipad Pro;Archipad Pro Medium;x;1;12;11;3
slab serif;Archipad Pro;Archipad Pro Medium Slab Oblique;a;2;10;8;16
slab serif;Archipad Pro;Archipad Pro Medium Slab Oblique;H;1;28;28;0
slab serif;Archipad Pro;Archipad Pro Medium Slab Oblique;k;1;16;21;9
slab serif;Archipad Pro;Archipad Pro Medium Slab Oblique;o;2;8;0;20
slab serif;Archipad Pro;Archipad Pro Medium Slab Oblique;p;2;10;12;13
slab serif;Archipad Pro;Archipad Pro Medium Slab Oblique;x;1;11;14;8
slab serif;Archipad Pro;Archipad Pro Medium Slab;a;2;14;8;17
slab serif;Archipad Pro;Archipad Pro Medium Slab;H;1;25;28;0
slab serif;Archipad Pro;Archipad Pro Medium Slab;k;1;16;19;5
slab serif;Archipad Pro;Archipad Pro Medium Slab;o;2;9;0;21
slab serif;Archipad Pro;Archipad Pro Medium Slab;p;2;14;12;12
slab serif;Archipad Pro;Archipad Pro Medium Slab;x;1;16;16;6
slab serif;Archipad Pro;Archipad Pro Oblique;a;2;9;6;18
slab serif;Archipad Pro;Archipad Pro Oblique;H;1;12;12;2
slab serif;Archipad Pro;Archipad Pro Oblique;k;1;11;10;6
slab serif;Archipad Pro;Archipad Pro Oblique;o;2;9;0;20
slab serif;Archipad Pro;Archipad Pro Oblique;p;3;7;6;12
slab serif;Archipad Pro;Archipad Pro Oblique;x;1;10;10;4
slab serif;Archipad Pro;Archipad Pro Oblique Slab;a;2;10;8;19
slab serif;Archipad Pro;Archipad Pro Oblique Slab;H;1;27;28;2
slab serif;Archipad Pro;Archipad Pro Oblique Slab;k;1;17;21;6
slab serif;Archipad Pro;Archipad Pro Oblique Slab;o;2;9;0;20
slab serif;Archipad Pro;Archipad Pro Oblique Slab;p;2;11;12;13
slab serif;Archipad Pro;Archipad Pro Oblique Slab;x;1;12;16;6
slab serif;Archipad Pro;Archipad Pro Regular;a;2;13;6;15
slab serif;Archipad Pro;Archipad Pro Regular;H;1;12;12;0
slab serif;Archipad Pro;Archipad Pro Regular;k;1;9;9;6
slab serif;Archipad Pro;Archipad Pro Regular;o;2;9;0;21
slab serif;Archipad Pro;Archipad Pro Regular;p;2;10;6;13
slab serif;Archipad Pro;Archipad Pro Regular;x;1;12;12;3
slab serif;Archipad Pro;Archipad Pro Regular Slab;a;2;14;8;15
slab serif;Archipad Pro;Archipad Pro Regular Slab;H;1;25;28;0
slab serif;Archipad Pro;Archipad Pro Regular Slab;k;1;15;19;6
slab serif;Archipad Pro;Archipad Pro Regular Slab;o;2;9;0;21
slab serif;Archipad Pro;Archipad Pro Regular Slab;p;2;13;12;13
slab serif;Archipad Pro;Archipad Pro Regular Slab;x;1;18;18;4
slab serif;Archipad Pro;Archipad Pro Semi Bold Oblique;a;2;7;6;20
slab serif;Archipad Pro;Archipad Pro Semi Bold Oblique;H;1;12;12;0
slab serif;Archipad Pro;Archipad Pro Semi Bold Oblique;k;1;10;10;5
slab serif;Archipad Pro;Archipad Pro Semi Bold Oblique;o;2;7;0;19
slab serif;Archipad Pro;Archipad Pro Semi Bold Oblique;p;2;6;6;11
slab serif;Archipad Pro;Archipad Pro Semi Bold Oblique;x;1;10;10;5
slab serif;Archipad Pro;Archipad Pro Semi Bold;a;2;12;6;16
slab serif;Archipad Pro;Archipad Pro Semi Bold;H;1;12;12;0
slab serif;Archipad Pro;Archipad Pro Semi Bold;k;1;9;9;6
slab serif;Archipad Pro;Archipad Pro Semi Bold;o;2;8;0;20
slab serif;Archipad Pro;Archipad Pro Semi Bold;p;2;9;6;13
slab serif;Archipad Pro;Archipad Pro Semi Bold;x;1;11;10;4
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab Oblique;a;2;9;8;20
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab Oblique;H;1;25;28;3
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab Oblique;k;1;17;21;6
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab Oblique;o;2;7;0;19
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab Oblique;p;2;11;12;13
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab Oblique;x;1;12;15;11
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab;a;2;14;8;15
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab;H;1;26;28;0
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab;k;1;16;19;3
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab;o;2;8;0;20
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab;p;2;14;12;11
slab serif;Archipad Pro;Archipad Pro Semi Bold Slab;x;1;17;17;5
slab serif;Archipad Pro;Archipad Pro Thin Oblique;a;3;13;7;20
slab serif;Archipad Pro;Archipad Pro Thin Oblique;H;1;8;8;0
slab serif;Archipad Pro;Archipad Pro Thin Oblique;k;1;9;8;2
slab serif;Archipad Pro;Archipad Pro Thin Oblique;o;2;9;0;22
slab serif;Archipad Pro;Archipad Pro Thin Oblique;p;3;6;4;16
slab serif;Archipad Pro;Archipad Pro Thin Oblique;x;1;9;9;4
slab serif;Archipad Pro;Archipad Pro Thin;a;2;14;6;17
slab serif;Archipad Pro;Archipad Pro Thin;H;1;8;8;0
slab serif;Archipad Pro;Archipad Pro Thin;k;1;8;7;5
slab serif;Archipad Pro;Archipad Pro Thin;o;2;9;0;21
slab serif;Archipad Pro;Archipad Pro Thin;p;2;8;4;16
slab serif;Archipad Pro;Archipad Pro Thin;x;1;10;10;4
slab serif;Archipad Pro;Archipad Pro Thin Slab Oblique;a;3;15;9;20
slab serif;Archipad Pro;Archipad Pro Thin Slab Oblique;H;1;20;20;0
slab serif;Archipad Pro;Archipad Pro Thin Slab Oblique;k;1;14;14;5
slab serif;Archipad Pro;Archipad Pro Thin Slab Oblique;o;2;9;0;22
slab serif;Archipad Pro;Archipad Pro Thin Slab Oblique;p;2;9;8;14
slab serif;Archipad Pro;Archipad Pro Thin Slab Oblique;x;1;13;13;7
slab serif;Archipad Pro;Archipad Pro Thin Slab;a;2;16;8;17
slab serif;Archipad Pro;Archipad Pro Thin Slab;H;1;18;20;0
slab serif;Archipad Pro;Archipad Pro Thin Slab;k;1;13;14;4
slab serif;Archipad Pro;Archipad Pro Thin Slab;o;2;9;0;21
slab serif;Archipad Pro;Archipad Pro Thin Slab;p;2;13;10;16
slab serif;Archipad Pro;Archipad Pro Thin Slab;x;1;16;16;4
slab serif;Artegra Slab;Artegra Slab Black Italic;a;2;10;10;13
slab serif;Artegra Slab;Artegra Slab Black Italic;H;1;28;28;0
slab serif;Artegra Slab;Artegra Slab Black Italic;k;1;20;22;2
slab serif;Artegra Slab;Artegra Slab Black Italic;o;2;6;0;14
slab serif;Artegra Slab;Artegra Slab Black Italic;p;2;11;12;5
slab serif;Artegra Slab;Artegra Slab Black Italic;x;1;7;14;8
slab serif;Artegra Slab;Artegra Slab Black;a;2;9;9;8
slab serif;Artegra Slab;Artegra Slab Black;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Black;k;1;17;21;3
slab serif;Artegra Slab;Artegra Slab Black;o;2;2;0;11
slab serif;Artegra Slab;Artegra Slab Black;p;2;10;12;6
slab serif;Artegra Slab;Artegra Slab Black;x;1;10;12;10
slab serif;Artegra Slab;Artegra Slab Bold Italic;a;2;8;10;14
slab serif;Artegra Slab;Artegra Slab Bold Italic;H;1;28;28;0
slab serif;Artegra Slab;Artegra Slab Bold Italic;k;1;22;23;0
slab serif;Artegra Slab;Artegra Slab Bold Italic;o;2;4;0;14
slab serif;Artegra Slab;Artegra Slab Bold Italic;p;2;11;12;8
slab serif;Artegra Slab;Artegra Slab Bold Italic;x;1;11;16;9
slab serif;Artegra Slab;Artegra Slab Bold;a;2;8;9;12
slab serif;Artegra Slab;Artegra Slab Bold;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Bold;k;1;19;21;3
slab serif;Artegra Slab;Artegra Slab Bold;o;2;5;0;15
slab serif;Artegra Slab;Artegra Slab Bold;p;2;10;12;9
slab serif;Artegra Slab;Artegra Slab Bold;x;1;16;14;7
slab serif;Artegra Slab;Artegra Slab Condensed Black Italic;a;3;8;10;11
slab serif;Artegra Slab;Artegra Slab Condensed Black Italic;H;1;28;28;0
slab serif;Artegra Slab;Artegra Slab Condensed Black Italic;k;1;19;22;3
slab serif;Artegra Slab;Artegra Slab Condensed Black Italic;o;2;7;0;14
slab serif;Artegra Slab;Artegra Slab Condensed Black Italic;p;2;12;13;6
slab serif;Artegra Slab;Artegra Slab Condensed Black Italic;x;1;16;17;4
slab serif;Artegra Slab;Artegra Slab Condensed Black;a;2;9;9;10
slab serif;Artegra Slab;Artegra Slab Condensed Black;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Condensed Black;k;1;17;21;3
slab serif;Artegra Slab;Artegra Slab Condensed Black;o;2;7;0;13
slab serif;Artegra Slab;Artegra Slab Condensed Black;p;2;11;12;8
slab serif;Artegra Slab;Artegra Slab Condensed Black;x;1;18;18;2
slab serif;Artegra Slab;Artegra Slab Condensed Bold Italic;a;2;11;10;11
slab serif;Artegra Slab;Artegra Slab Condensed Bold Italic;H;1;23;28;4
slab serif;Artegra Slab;Artegra Slab Condensed Bold Italic;k;1;19;22;4
slab serif;Artegra Slab;Artegra Slab Condensed Bold Italic;o;2;7;0;17
slab serif;Artegra Slab;Artegra Slab Condensed Bold Italic;p;3;10;13;9
slab serif;Artegra Slab;Artegra Slab Condensed Bold Italic;x;1;15;18;6
slab serif;Artegra Slab;Artegra Slab Condensed Bold;a;2;8;9;12
slab serif;Artegra Slab;Artegra Slab Condensed Bold;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Condensed Bold;k;1;18;22;3
slab serif;Artegra Slab;Artegra Slab Condensed Bold;o;2;7;0;13
slab serif;Artegra Slab;Artegra Slab Condensed Bold;p;2;11;12;6
slab serif;Artegra Slab;Artegra Slab Condensed Bold;x;1;17;15;5
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold Italic;a;2;10;10;11
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold Italic;H;1;25;28;4
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold Italic;k;1;17;22;7
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold Italic;o;2;7;0;14
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold Italic;p;2;13;12;6
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold Italic;x;1;17;16;8
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold;a;2;7;10;13
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold;k;1;20;22;0
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold;o;2;6;1;10
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold;p;2;10;12;8
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold;x;1;18;16;4
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight Italic;a;2;10;10;14
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight Italic;H;1;26;28;5
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight Italic;k;1;18;21;8
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight Italic;o;2;9;0;18
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight Italic;p;3;12;12;10
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight Italic;x;1;14;14;7
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight;a;2;12;9;17
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight;H;1;26;28;0
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight;k;1;21;22;2
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight;o;2;4;1;14
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight;p;2;12;12;7
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight;x;1;17;16;6
slab serif;Artegra Slab;Artegra Slab Condensed Light Italic;a;2;10;10;15
slab serif;Artegra Slab;Artegra Slab Condensed Light Italic;H;1;26;28;2
slab serif;Artegra Slab;Artegra Slab Condensed Light Italic;k;1;17;22;8
slab serif;Artegra Slab;Artegra Slab Condensed Light Italic;o;2;7;0;18
slab serif;Artegra Slab;Artegra Slab Condensed Light Italic;p;3;12;12;8
slab serif;Artegra Slab;Artegra Slab Condensed Light Italic;x;1;13;15;9
slab serif;Artegra Slab;Artegra Slab Condensed Light;a;2;10;9;16
slab serif;Artegra Slab;Artegra Slab Condensed Light;H;1;26;28;0
slab serif;Artegra Slab;Artegra Slab Condensed Light;k;1;21;22;2
slab serif;Artegra Slab;Artegra Slab Condensed Light;o;2;7;0;16
slab serif;Artegra Slab;Artegra Slab Condensed Light;p;2;13;12;9
slab serif;Artegra Slab;Artegra Slab Condensed Light;x;1;18;14;7
slab serif;Artegra Slab;Artegra Slab Condensed Medium Italic;a;3;10;10;15
slab serif;Artegra Slab;Artegra Slab Condensed Medium Italic;H;1;26;28;3
slab serif;Artegra Slab;Artegra Slab Condensed Medium Italic;k;2;14;22;9
slab serif;Artegra Slab;Artegra Slab Condensed Medium Italic;o;2;7;0;15
slab serif;Artegra Slab;Artegra Slab Condensed Medium Italic;p;2;13;12;8
slab serif;Artegra Slab;Artegra Slab Condensed Medium Italic;x;1;16;16;7
slab serif;Artegra Slab;Artegra Slab Condensed Medium;a;2;9;9;17
slab serif;Artegra Slab;Artegra Slab Condensed Medium;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Condensed Medium;k;1;20;22;2
slab serif;Artegra Slab;Artegra Slab Condensed Medium;o;2;9;0;20
slab serif;Artegra Slab;Artegra Slab Condensed Medium;p;2;12;12;8
slab serif;Artegra Slab;Artegra Slab Condensed Medium;x;1;19;15;5
slab serif;Artegra Slab;Artegra Slab Condensed Regular Italic;a;2;9;10;17
slab serif;Artegra Slab;Artegra Slab Condensed Regular Italic;H;1;25;28;4
slab serif;Artegra Slab;Artegra Slab Condensed Regular Italic;k;2;18;22;7
slab serif;Artegra Slab;Artegra Slab Condensed Regular Italic;o;2;9;0;16
slab serif;Artegra Slab;Artegra Slab Condensed Regular Italic;p;2;13;12;7
slab serif;Artegra Slab;Artegra Slab Condensed Regular Italic;x;1;13;14;10
slab serif;Artegra Slab;Artegra Slab Condensed Regular;a;2;9;9;16
slab serif;Artegra Slab;Artegra Slab Condensed Regular;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Condensed Regular;k;1;21;22;3
slab serif;Artegra Slab;Artegra Slab Condensed Regular;o;2;8;0;18
slab serif;Artegra Slab;Artegra Slab Condensed Regular;p;2;13;12;8
slab serif;Artegra Slab;Artegra Slab Condensed Regular;x;1;18;16;5
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold Italic;a;2;9;10;14
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold Italic;H;1;23;28;5
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold Italic;k;2;15;22;8
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold Italic;o;2;7;0;15
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold Italic;p;2;9;12;11
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold Italic;x;1;14;16;9
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold;a;2;12;9;14
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold;k;1;18;22;4
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold;o;2;7;0;17
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold;p;2;12;12;8
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold;x;1;18;16;4
slab serif;Artegra Slab;Artegra Slab Condensed Thin Italic;a;3;13;12;13
slab serif;Artegra Slab;Artegra Slab Condensed Thin Italic;H;1;28;28;3
slab serif;Artegra Slab;Artegra Slab Condensed Thin Italic;k;1;22;22;7
slab serif;Artegra Slab;Artegra Slab Condensed Thin Italic;o;2;5;0;14
slab serif;Artegra Slab;Artegra Slab Condensed Thin Italic;p;3;12;12;10
slab serif;Artegra Slab;Artegra Slab Condensed Thin Italic;x;1;16;16;5
slab serif;Artegra Slab;Artegra Slab Condensed Thin;a;2;9;9;19
slab serif;Artegra Slab;Artegra Slab Condensed Thin;H;1;26;28;0
slab serif;Artegra Slab;Artegra Slab Condensed Thin;k;1;21;22;2
slab serif;Artegra Slab;Artegra Slab Condensed Thin;o;2;6;0;17
slab serif;Artegra Slab;Artegra Slab Condensed Thin;p;2;14;12;11
slab serif;Artegra Slab;Artegra Slab Condensed Thin;x;1;18;17;3
slab serif;Artegra Slab;Artegra Slab Extended Black Italic;a;2;11;10;12
slab serif;Artegra Slab;Artegra Slab Extended Black Italic;H;1;28;28;0
slab serif;Artegra Slab;Artegra Slab Extended Black Italic;k;2;22;23;0
slab serif;Artegra Slab;Artegra Slab Extended Black Italic;o;2;3;0;12
slab serif;Artegra Slab;Artegra Slab Extended Black Italic;p;3;12;12;7
slab serif;Artegra Slab;Artegra Slab Extended Black Italic;x;1;11;15;9
slab serif;Artegra Slab;Artegra Slab Extended Black;a;2;10;11;8
slab serif;Artegra Slab;Artegra Slab Extended Black;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Extended Black;k;1;19;21;3
slab serif;Artegra Slab;Artegra Slab Extended Black;o;2;2;0;11
slab serif;Artegra Slab;Artegra Slab Extended Black;p;2;12;12;6
slab serif;Artegra Slab;Artegra Slab Extended Black;x;1;10;12;10
slab serif;Artegra Slab;Artegra Slab Extended Bold Italic;a;2;10;10;14
slab serif;Artegra Slab;Artegra Slab Extended Bold Italic;H;1;28;28;0
slab serif;Artegra Slab;Artegra Slab Extended Bold Italic;k;1;22;23;0
slab serif;Artegra Slab;Artegra Slab Extended Bold Italic;o;2;2;0;12
slab serif;Artegra Slab;Artegra Slab Extended Bold Italic;p;2;11;12;7
slab serif;Artegra Slab;Artegra Slab Extended Bold Italic;x;1;9;12;11
slab serif;Artegra Slab;Artegra Slab Extended Bold;a;2;11;9;7
slab serif;Artegra Slab;Artegra Slab Extended Bold;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Extended Bold;k;1;19;21;2
slab serif;Artegra Slab;Artegra Slab Extended Bold;o;2;2;0;13
slab serif;Artegra Slab;Artegra Slab Extended Bold;p;2;10;12;8
slab serif;Artegra Slab;Artegra Slab Extended Bold;x;1;14;12;8
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold Italic;a;2;10;10;10
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold Italic;H;1;28;28;0
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold Italic;k;1;22;23;0
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold Italic;o;2;3;1;10
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold Italic;p;2;12;12;7
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold Italic;x;1;9;13;11
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold;a;2;11;9;10
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold;k;1;18;21;3
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold;o;2;3;1;9
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold;p;2;10;12;6
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold;x;1;13;12;9
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight Italic;a;2;12;10;11
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight Italic;H;1;28;28;0
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight Italic;k;2;21;22;3
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight Italic;o;2;6;0;16
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight Italic;p;2;11;12;12
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight Italic;x;1;11;12;9
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight;a;2;11;9;13
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight;H;1;26;28;0
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight;k;1;19;21;2
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight;o;2;9;0;16
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight;p;2;9;12;11
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight;x;1;12;12;7
slab serif;Artegra Slab;Artegra Slab Extended Light Italic;a;2;9;10;15
slab serif;Artegra Slab;Artegra Slab Extended Light Italic;H;1;28;28;0
slab serif;Artegra Slab;Artegra Slab Extended Light Italic;k;1;20;22;3
slab serif;Artegra Slab;Artegra Slab Extended Light Italic;o;2;5;0;14
slab serif;Artegra Slab;Artegra Slab Extended Light Italic;p;3;10;12;12
slab serif;Artegra Slab;Artegra Slab Extended Light Italic;x;1;10;12;11
slab serif;Artegra Slab;Artegra Slab Extended Light;a;2;11;9;12
slab serif;Artegra Slab;Artegra Slab Extended Light;H;1;26;28;0
slab serif;Artegra Slab;Artegra Slab Extended Light;k;1;17;20;3
slab serif;Artegra Slab;Artegra Slab Extended Light;o;2;8;0;16
slab serif;Artegra Slab;Artegra Slab Extended Light;p;2;9;12;10
slab serif;Artegra Slab;Artegra Slab Extended Light;x;1;11;12;6
slab serif;Artegra Slab;Artegra Slab Extended Medium Italic;a;2;10;10;16
slab serif;Artegra Slab;Artegra Slab Extended Medium Italic;H;1;28;28;0
slab serif;Artegra Slab;Artegra Slab Extended Medium Italic;k;1;21;22;2
slab serif;Artegra Slab;Artegra Slab Extended Medium Italic;o;2;3;1;10
slab serif;Artegra Slab;Artegra Slab Extended Medium Italic;p;2;11;12;8
slab serif;Artegra Slab;Artegra Slab Extended Medium Italic;x;1;12;12;10
slab serif;Artegra Slab;Artegra Slab Extended Medium;a;2;11;9;11
slab serif;Artegra Slab;Artegra Slab Extended Medium;H;1;26;28;0
slab serif;Artegra Slab;Artegra Slab Extended Medium;k;1;22;23;0
slab serif;Artegra Slab;Artegra Slab Extended Medium;o;2;2;0;12
slab serif;Artegra Slab;Artegra Slab Extended Medium;p;2;9;12;10
slab serif;Artegra Slab;Artegra Slab Extended Medium;x;1;15;12;4
slab serif;Artegra Slab;Artegra Slab Extended Regular Italic;a;2;10;10;14
slab serif;Artegra Slab;Artegra Slab Extended Regular Italic;H;1;28;28;0
slab serif;Artegra Slab;Artegra Slab Extended Regular Italic;k;1;21;22;2
slab serif;Artegra Slab;Artegra Slab Extended Regular Italic;o;2;5;0;14
slab serif;Artegra Slab;Artegra Slab Extended Regular Italic;p;2;12;12;9
slab serif;Artegra Slab;Artegra Slab Extended Regular Italic;x;1;11;12;9
slab serif;Artegra Slab;Artegra Slab Extended Regular;a;2;11;9;12
slab serif;Artegra Slab;Artegra Slab Extended Regular;H;1;26;28;0
slab serif;Artegra Slab;Artegra Slab Extended Regular;k;1;20;21;3
slab serif;Artegra Slab;Artegra Slab Extended Regular;o;2;5;0;12
slab serif;Artegra Slab;Artegra Slab Extended Regular;p;2;9;12;10
slab serif;Artegra Slab;Artegra Slab Extended Regular;x;1;12;12;9
slab serif;Artegra Slab;Artegra Slab Extended SemiBold Italic;a;2;11;10;11
slab serif;Artegra Slab;Artegra Slab Extended SemiBold Italic;H;1;28;28;0
slab serif;Artegra Slab;Artegra Slab Extended SemiBold Italic;k;2;20;22;2
slab serif;Artegra Slab;Artegra Slab Extended SemiBold Italic;o;2;2;2;12
slab serif;Artegra Slab;Artegra Slab Extended SemiBold Italic;p;2;12;12;7
slab serif;Artegra Slab;Artegra Slab Extended SemiBold Italic;x;1;12;12;10
slab serif;Artegra Slab;Artegra Slab Extended SemiBold;a;2;11;9;10
slab serif;Artegra Slab;Artegra Slab Extended SemiBold;H;1;27;28;0
slab serif;Artegra Slab;Artegra Slab Extended SemiBold;k;1;19;21;2
slab serif;Artegra Slab;Artegra Slab Extended SemiBold;o;2;4;0;13
slab serif;Artegra Slab;Artegra Slab Extended SemiBold;p;2;10;12;8
