Category;Family;Style;Connections;Average connections
slab serif;Triunfo™;Triunfo Light Condensed DEMO;0;
slab serif;Triunfo™;Triunfo Light Condensed;0;
slab serif;Triunfo™;Triunfo Light Narrow;0;
slab serif;Triunfo™;Triunfo Light;0;
slab serif;Triunfo™;Triunfo Light Ultracondensed;0;
slab serif;Triunfo™;Triunfo Narrow;0;
slab serif;Triunfo™;Triunfo Thin Condensed;0;
slab serif;Triunfo™;Triunfo Thin Narrow;0;
slab serif;Triunfo™;Triunfo Thin;0;
slab serif;Triunfo™;Triunfo Thin Ultracondensed;0;
slab serif;Triunfo™;Triunfo;0;
slab serif;Twist Jelly;Twist Jelly Basic;1;
slab serif;Twist Jelly;Twist Jelly Slab;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Bold;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold Italic;1;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold Italic;1;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold Italic;1;
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Light;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Regular;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light;0;
slab serif;Typewriter Spool;Typewriter Spool RUF Bold Italic;3;
slab serif;Typewriter Spool;Typewriter Spool RUF Bold;1;
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold Italic;5;
slab serif;Typewriter Spool;Typewriter Spool RUF Extra Bold;1;
slab serif;Typewriter Spool;Typewriter Spool RUF Italic;1;
slab serif;Typewriter Spool;Typewriter Spool RUF Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool RUF Light;0;
slab serif;Typewriter Spool;Typewriter Spool RUF Regular;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Bold;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold Italic;1;
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Bold;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Bold;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Extra Light;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Light;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed Semi Bold;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Condensed;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Bold;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold Italic;1;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Bold;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Extra Light;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Light;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended Semi Bold;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extended;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Bold;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Extra Light;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Light;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Regular;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool SFT Semi Bold;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Bold Italic;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Bold;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed Bold Italic;1;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed Bold;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed Extra Bold Italic;2;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed Extra Bold;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed Extra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed Extra Light;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed Italic;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed Light;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed Semi Bold Italic;1;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed Semi Bold;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Condensed;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended Bold Italic;2;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended Bold;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended Extra Bold Italic;3;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended Extra Bold;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended Extra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended Extra Light;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended Italic;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended Light;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended Semi Bold Italic;1;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended Semi Bold;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extended;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extra Bold Italic;4;
slab serif;Typewriter Spool;Typewriter Spool XRX Extra Bold;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extra Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Extra Light;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Italic;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Light Italic;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Light;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Regular;0;
slab serif;Typewriter Spool;Typewriter Spool XRX Semi Bold Italic;1;
slab serif;Typewriter Spool;Typewriter Spool XRX Semi Bold;0;
slab serif;Typist Slab;Typist Slab Bold Italic;0;
slab serif;Typist Slab;Typist Slab Bold;0;
slab serif;Typist Slab;Typist Slab Light Italic;0;
slab serif;Typist Slab;Typist Slab Light;0;
slab serif;Typist Slab;Typist Slab Medium Italic;0;
slab serif;Typist Slab;Typist Slab Medium;0;
slab serif;Typist Slab;Typist Slab Regular Italic;0;
slab serif;Typist Slab;Typist Slab Regular;0;
slab serif;Typist Slab;Typist Slab Semibold Italic;0;
slab serif;Typist Slab;Typist Slab Semibold;0;
slab serif;Typist Slab;Typist Slab Thin Italic;0;
slab serif;Typist Slab;Typist Slab Thin;0;
slab serif;Vacer Serif;Vacer Serif Black Italic;1;
slab serif;Vacer Serif;Vacer Serif Black;1;
slab serif;Vacer Serif;Vacer Serif Bold Italic;1;
slab serif;Vacer Serif;Vacer Serif Bold;1;
slab serif;Vacer Serif;Vacer Serif Book Italic;1;
slab serif;Vacer Serif;Vacer Serif Book;1;
slab serif;Vacer Serif;Vacer Serif Fat Italic;1;
slab serif;Vacer Serif;Vacer Serif Fat;1;
slab serif;Vacer Serif;Vacer Serif Italic;1;
slab serif;Vacer Serif;Vacer Serif Light Italic;1;
slab serif;Vacer Serif;Vacer Serif Light;1;
slab serif;Vacer Serif;Vacer Serif Regular;1;
slab serif;Vacer Serif;Vacer Serif Thin Italic;1;
slab serif;Vacer Serif;Vacer Serif Thin;1;
slab serif;Valgal™;Valgal Bold Outline;0;
slab serif;Valgal™;Valgal Bold;0;
slab serif;Valgal™;Valgal Regular;0;
slab serif;Varidox;Varidox Almost Italic;0;
slab serif;Varidox;Varidox Almost;0;
slab serif;Varidox;Varidox Invert Italic;0;
slab serif;Varidox;Varidox Invert;0;
slab serif;Varidox;Varidox Mid Italic;0;
slab serif;Varidox;Varidox Mid;0;
slab serif;Varidox;Varidox Slab Italic;0;
slab serif;Varidox;Varidox Slab;0;
slab serif;Varidox;Varidox Some Italic;0;
slab serif;Varidox;Varidox Some;0;
slab serif;Varidox;Varidox Variable;0;
slab serif;Venice Bridge;Venice Bridge Regular;0;
slab serif;Verge;Verge Bold Italic;0;
slab serif;Verge;Verge Bold;0;
slab serif;Verge;Verge Extra Bold Italic;0;
slab serif;Verge;Verge Extra Bold;0;
slab serif;Verge;Verge Heavy Italic;0;
slab serif;Verge;Verge Heavy;0;
slab serif;Verge;Verge Italic;0;
slab serif;Verge;Verge Light Italic;0;
slab serif;Verge;Verge Light;0;
slab serif;Verge;Verge Medium Italic;0;
slab serif;Verge;Verge Medium;0;
slab serif;Verge;Verge News Italic;0;
slab serif;Verge;Verge News;0;
slab serif;Verge;Verge Regular;0;
slab serif;Verge;Verge Semi Bold Italic;0;
slab serif;Verge;Verge Semi Bold;0;
slab serif;Verge;Verge Semi Light Italic;0;
slab serif;Verge;Verge Semi Light;0;
slab serif;Vineta;Vineta Std Regular;0;
slab serif;Violenta Slab;Violenta Slab Inline;0;
slab serif;Violenta Slab;Violenta Slab Inline Unicase;0;
slab serif;Violenta Slab;Violenta Slab Outline;0;
slab serif;Violenta Slab;Violenta Slab Outline Unicase;0;
slab serif;Violenta Slab;Violenta Slab Solid;0;
slab serif;Violenta Slab;Violenta Slab Solid Unicase;0;
slab serif;Violenta Slab;Violenta Slab Stencil;0;
slab serif;Violenta Slab;Violenta Slab Stencil Unicase;0;
slab serif;Vista Slab;Vista Slab Black Italic;0;
slab serif;Vista Slab;Vista Slab Bold Italic;0;
slab serif;Vista Slab;Vista Slab Bold;0;
slab serif;Vista Slab;Vista Slab Book Italic;0;
slab serif;Vista Slab;Vista Slab Book;0;
slab serif;Vista Slab;Vista Slab Italic;0;
slab serif;Vista Slab;Vista Slab Light Italic;0;
slab serif;Vista Slab;Vista Slab Light;0;
slab serif;Vista Slab;Vista Slab Medium Italic;0;
slab serif;Vista Slab;Vista Slab Medium;0;
slab serif;Vista Slab;Vista Slab Regular;0;
slab serif;Vivala Milk;Vivala Milk Regular Italic;0;
slab serif;VTC Bloke;VTC Bloke Open;0;
slab serif;VTC Bloke;VTC Bloke Regular;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Black Italic;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Black;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Bold Italic;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Bold;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Book Italic;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Book;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Heavy Italic;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Heavy;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Light Italic;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Light;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Medium Italic;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Medium;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Regular Italic;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Thin Italic;0;
slab serif;XXII Geom Slab™;XXII Geom Slab Thin;0;
slab serif;XXII Geom Slab™;XXII Geom Slab;0;
slab serif;Ye Carbon;Ye Carbon Bold;0;
slab serif;Ye Carbon;Ye Carbon Light;0;
slab serif;Ye Carbon;Ye Carbon Medium;0;
slab serif;Ye Carbon;Ye Carbon Regular;0;
slab serif;Ye Carbon;Ye Carbon Thin;0;
slab serif;Zapatista;Zapatista;0;
slab serif;Zin Slab;Zin Slab Black Italic;1;
slab serif;Zin Slab;Zin Slab Black;1;
slab serif;Zin Slab;Zin Slab Bold Italic;1;
slab serif;Zin Slab;Zin Slab Bold;1;
slab serif;Zin Slab;Zin Slab Condensed Black Italic;1;
slab serif;Zin Slab;Zin Slab Condensed Black;1;
slab serif;Zin Slab;Zin Slab Condensed Bold Italic;1;
slab serif;Zin Slab;Zin Slab Condensed Bold;1;
slab serif;Zin Slab;Zin Slab Condensed Demo;1;
slab serif;Zin Slab;Zin Slab Condensed Light Italic;0;
slab serif;Zin Slab;Zin Slab Condensed Light;0;
slab serif;Zin Slab;Zin Slab Condensed Medium Italic;1;
slab serif;Zin Slab;Zin Slab Condensed Medium;1;
slab serif;Zin Slab;Zin Slab Condensed Regular;0;
slab serif;Zin Slab;Zin Slab Demo;0;
slab serif;Zin Slab;Zin Slab Extended Black Italic;1;
slab serif;Zin Slab;Zin Slab Extended Black;1;
slab serif;Zin Slab;Zin Slab Extended Bold Italic;1;
slab serif;Zin Slab;Zin Slab Extended Bold;1;
slab serif;Zin Slab;Zin Slab Extended Demo;1;
slab serif;Zin Slab;Zin Slab Extended Light Italic;0;
slab serif;Zin Slab;Zin Slab Extended Light;0;
slab serif;Zin Slab;Zin Slab Extended Medium Italic;1;
slab serif;Zin Slab;Zin Slab Extended Medium;1;
slab serif;Zin Slab;Zin Slab Extended Regular Italic;0;
slab serif;Zin Slab;Zin Slab Extended Regular;0;
slab serif;Zin Slab;Zin Slab Light Italic;0;
slab serif;Zin Slab;Zin Slab Light;0;
slab serif;Zin Slab;Zin Slab Medium Italic;1;
slab serif;Zin Slab;Zin Slab Medium;0;
slab serif;Zin Slab;Zin Slab Regular Italic;0;
slab serif;Zin Slab;Zin Slab Regular;0;
